mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_colsample_bytree,param_gamma,param_max_depth,param_min_child_weight,param_subsample,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
6.44345564842,0.0893863201141,-0.57136802861,-0.471922543223,0.8,0.0,3,4,0.9,"{'subsample': 0.9, 'colsample_bytree': 0.8, 'max_depth': 3, 'gamma': 0.0, 'min_child_weight': 4}",1,-0.577259137344,-0.470437488152,-0.568280252598,-0.47366815943,-0.569716070449,-0.473068999235,-0.568118235777,-0.472243061148,-0.573466446879,-0.470195008148,0.104926402149,0.000196601446462,0.00351946022188,0.00138953481897
7.84324302673,0.11326007843,-0.571462020543,-0.471634820552,0.8,0.1,3,4,0.9,"{'subsample': 0.9, 'colsample_bytree': 0.8, 'max_depth': 3, 'gamma': 0.1, 'min_child_weight': 4}",2,-0.579310725645,-0.470311737651,-0.567776979141,-0.473646151705,-0.568185744508,-0.472283639943,-0.566685355257,-0.472360826392,-0.575351298164,-0.469571747067,0.289420724509,0.000324975819577,0.00497712162298,0.00148326158557
8.02861642838,0.11300907135,-0.57203216437,-0.471621135904,0.8,0.2,3,4,0.9,"{'subsample': 0.9, 'colsample_bytree': 0.8, 'max_depth': 3, 'gamma': 0.2, 'min_child_weight': 4}",5,-0.582119911392,-0.470826691961,-0.569938729709,-0.474836198225,-0.56981964219,-0.472224411158,-0.564840457357,-0.470717519215,-0.573442081201,-0.469500858962,0.121907036591,0.000491335807557,0.00574018951417,0.00182448926401
8.01422624588,0.113124132156,-0.571544538027,-0.472005618582,0.8,0.3,3,4,0.9,"{'subsample': 0.9, 'colsample_bytree': 0.8, 'max_depth': 3, 'gamma': 0.3, 'min_child_weight': 4}",4,-0.579005154873,-0.471998064893,-0.567996662123,-0.473600623965,-0.570501380089,-0.471511545566,-0.565836374699,-0.471934731713,-0.574383118353,-0.470983126775,0.0896101564651,0.000761250981905,0.00468992691797,0.00087621022818
7.97848739624,0.113347291946,-0.572229823093,-0.472178902347,0.8,0.4,3,4,0.9,"{'subsample': 0.9, 'colsample_bytree': 0.8, 'max_depth': 3, 'gamma': 0.4, 'min_child_weight': 4}",6,-0.578334966884,-0.470575683837,-0.569628894407,-0.474704501101,-0.571944850711,-0.472182150367,-0.564985291356,-0.473188083079,-0.576255112108,-0.470244093349,0.0762864824665,0.000771082648392,0.00474984234977,0.00165595294726
6.88074493408,0.0951794624329,-0.571534180157,-0.472602150081,0.8,0.5,3,4,0.9,"{'subsample': 0.9, 'colsample_bytree': 0.8, 'max_depth': 3, 'gamma': 0.5, 'min_child_weight': 4}",3,-0.57892795912,-0.472318916133,-0.568266870365,-0.474891287184,-0.569914968954,-0.471145209871,-0.565730662658,-0.473593991743,-0.574830439687,-0.471061345477,0.606553380922,0.00889612572886,0.00474365403039,0.00146975328775
