price,latitude,longitude,Avenue,Street,Place,Boulevard,Broadway,Parkway,Road,Riverside,W,E,day,month,hour,num_photos,num_features,num_description_words,bathrooms_0.0,bathrooms_1.0,bathrooms_1.5,bathrooms_2.0,bathrooms_2.5,bathrooms_3.0,bathrooms_3.5,bathrooms_4.0,bathrooms_4.5,bathrooms_5.0,bathrooms_5.5,bathrooms_6.0,bathrooms_6.5,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5,bedrooms_6,bedrooms_7
0.305825238742,0.122252637301,0.114594101538,0.000588236871757,0.0,0.000415195963525,0.000529630475209,0.0,0.00237344100095,0.000209139766989,0.0,0.0,0.000831854466151,0.0143064677977,0.00212239069804,0.0766716994108,0.0499265320541,0.0666859166896,0.0326194953742,0.0059417312652,0.00324314801321,0.0147139929819,0.00764368150674,0.00373771158102,0.000731237918162,0.0,0.000184270791518,0.0,0.0,0.0,0.0,0.0,0.0321404087869,0.0279553984819,0.0340317086764,0.0496398715914,0.0300665258666,1.83343888783e-05,0.0,0.0
