price,latitude,longitude,Avenue,Street,Place,Boulevard,Broadway,Parkway,Road,Riverside,W,E,day,month,hour,num_photos,num_features,num_description_words,bathrooms_0.0,bathrooms_1.0,bathrooms_1.5,bathrooms_2.0,bathrooms_2.5,bathrooms_3.0,bathrooms_3.5,bathrooms_4.0,bathrooms_4.5,bathrooms_5.0,bathrooms_5.5,bathrooms_6.0,bathrooms_6.5,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5,bedrooms_6,bedrooms_7
0.227919050836,0.166793352676,0.144522361079,0.00375319847729,0.0029363842757,0.00124795359051,0.00258048646913,0.000670757636236,0.00255266325296,0.00203558116598,0.00193829890961,0.00260035516888,0.00498090514324,0.0334265707617,0.00824099811399,0.0763234120574,0.0403011644971,0.0751667858635,0.0681376956939,0.00311274480243,0.00163500613086,0.00747719342457,0.00794671069237,0.000665286542527,0.000745449199908,0.0,0.000266765478764,0.0,0.0,0.0,0.0,0.0,0.0242611270314,0.0160397261548,0.0209745122923,0.0291895025691,0.0215580000133,0.0,0.0,0.0
