mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_scale_pos_weight,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
13.0308635235,0.153341197968,-0.590901881413,-0.468172892658,0.7,{'scale_pos_weight': 0.7},1,-0.595006607671,-0.467180362334,-0.587255754626,-0.470220694839,-0.59457671379,-0.467609600664,-0.585578805241,-0.46894294193,-0.592091525738,-0.466910863521,0.718147207546,0.00186824337081,0.00383139151609,0.00123948388543
13.3875318527,0.171454811096,-0.590901881413,-0.468172892658,0.8,{'scale_pos_weight': 0.8},1,-0.595006607671,-0.467180362334,-0.587255754626,-0.470220694839,-0.59457671379,-0.467609600664,-0.585578805241,-0.46894294193,-0.592091525738,-0.466910863521,1.00048988198,0.0220956917655,0.00383139151609,0.00123948388543
13.4098886013,0.163368368149,-0.590901881413,-0.468172892658,0.9,{'scale_pos_weight': 0.9},1,-0.595006607671,-0.467180362334,-0.587255754626,-0.470220694839,-0.59457671379,-0.467609600664,-0.585578805241,-0.46894294193,-0.592091525738,-0.466910863521,1.10381214147,0.0178896303372,0.00383139151609,0.00123948388543
14.0885293961,0.171242809296,-0.590901881413,-0.468172892658,1.0,{'scale_pos_weight': 1.0},1,-0.595006607671,-0.467180362334,-0.587255754626,-0.470220694839,-0.59457671379,-0.467609600664,-0.585578805241,-0.46894294193,-0.592091525738,-0.466910863521,0.932010017799,0.0195597663693,0.00383139151609,0.00123948388543
