mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_warm_start,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
74.182474947,0.546768474579,-0.627486494079,-0.612008342714,False,{'warm_start': False},1,-0.635316675394,-0.610718599772,-0.623662711624,-0.613454489803,-0.63012836345,-0.611696812077,-0.620468606233,-0.612935433197,-0.627856113695,-0.611236378719,2.40159603035,0.0894788185319,0.00514392639797,0.00103026741867
55.2608954906,0.320259952545,-0.627486494079,-0.612008342714,True,{'warm_start': True},1,-0.635316675394,-0.610718599772,-0.623662711624,-0.613454489803,-0.63012836345,-0.611696812077,-0.620468606233,-0.612935433197,-0.627856113695,-0.611236378719,23.4007338315,0.176060284128,0.00514392639797,0.00103026741867
