mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
75.4146057606,0.600666618347,-0.627486494079,-0.612008342714,mse,{'criterion': 'mse'},2,-0.635316675394,-0.610718599772,-0.623662711624,-0.613454489803,-0.63012836345,-0.611696812077,-0.620468606233,-0.612935433197,-0.627856113695,-0.611236378719,1.90415032207,0.165874966719,0.00514392639797,0.00103026741867
54.4348210335,0.369022226334,-0.62733929952,-0.61191960943,friedman_mse,{'criterion': 'friedman_mse'},1,-0.635033039225,-0.610651234194,-0.623662744712,-0.613454489803,-0.629675993732,-0.611320511236,-0.620468606233,-0.612935433197,-0.627856113695,-0.611236378719,22.5920237932,0.192938570975,0.00501287041273,0.00107909724074
