mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_reg_lambda,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
7.04325561523,0.0884703636169,-0.590395681488,-0.474413573696,0.96,{'reg_lambda': 0.96},4,-0.594769185123,-0.473317988984,-0.586695544381,-0.476108644546,-0.593274482975,-0.474949233247,-0.583820598991,-0.475433088996,-0.593418595968,-0.472258912706,0.181285257003,0.00885660010554,0.0043237892748,0.00141721400159
7.3709751606,0.0943621635437,-0.590617270797,-0.473682276658,0.97,{'reg_lambda': 0.97},5,-0.596863940553,-0.473954323896,-0.58566031207,-0.475429432732,-0.594639936249,-0.47339184391,-0.584238588827,-0.47432727482,-0.591683576287,-0.47130850793,0.682900855155,0.0110506417054,0.00493150588081,0.00136100814312
7.74388523102,0.0941785812378,-0.589655399651,-0.474267221295,0.98,{'reg_lambda': 0.98},1,-0.594083352407,-0.472587457594,-0.585732923805,-0.476797154682,-0.592687812783,-0.474229012477,-0.584230125211,-0.475954010512,-0.591542784046,-0.471768471212,0.960183059161,0.0125056002324,0.00392896766046,0.00191377317284
7.99225740433,0.0984456539154,-0.590367199056,-0.474035632352,0.99,{'reg_lambda': 0.99},3,-0.596021953596,-0.472762703208,-0.587396357931,-0.476715005517,-0.593690233528,-0.474413501422,-0.58368237673,-0.474420824683,-0.591045073497,-0.471866126929,0.923094906103,0.0110989745687,0.00440434029778,0.00166116231049
7.36151733398,0.0912063598633,-0.589717712828,-0.474075699436,1.0,{'reg_lambda': 1.0},2,-0.59569660091,-0.473720597558,-0.585444160405,-0.475806978492,-0.592129325697,-0.47359199876,-0.58432247017,-0.475313016636,-0.590996006956,-0.471945905734,0.513619611399,0.00963898634578,0.00425602887329,0.00137290683776
