mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_multi_class,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
17.9451081276,0.0518678188324,-0.721518416443,-0.720768375,ovr,{'multi_class': 'ovr'},2,-0.726316000046,-0.719572011825,-0.714565856916,-0.722487662678,-0.722403445372,-0.720467701401,-0.717399928044,-0.721928433889,-0.726906851836,-0.719386065205,1.1553001075,0.00522169326084,0.00486076848436,0.00124371673445
15.9783112049,0.027326965332,-0.719599679319,-0.718792424869,multinomial,{'multi_class': 'multinomial'},1,-0.724279646954,-0.717630752894,-0.71292995016,-0.720531482361,-0.720455825359,-0.718412976237,-0.71504638383,-0.720049637719,-0.725286590294,-0.717337275135,1.16099497401,0.000112688999812,0.00490293435431,0.00128186028133
